brand,category,numListings,date
Academy,Mens Shoes,
Academy,Womens Shoes,
Academy,Boys Shoes,
Academy,Girls Shoes,
Academy,Athletic Shoes,
Academy,Hunting,
Academy,Shooting,
Academy,Fishing,
Academy,Camping and Hiking,
Academy,Boating,
Academy,Mens Clothing,
Academy,Womens Clothing,
Academy,Boys Clothing,
Academy,Girls Clothing,
